title,author,date,abstract,column,url
The case for adding a Middle East and North African Studies pathway to the AMES major,Mariam Gulamhusein and Eleanor Ross,2024-03-06,"As two AMES majors, we have noticed time and time again how the major’s overarching framework sidelines the Middle East and North Africa’s (MENA) cross-section of language, history, and culture.",Letters to the Editor,https://www.dukechronicle.com/article/2024/03/030624-gulamhusein-ross-mena-studies-ames-major
Should the Duke Chapel call the adhan? ,Yi-Chyun Wong and Erin Dickerson,2024-03-05,"In choosing to not call the adhan, is the Duke Chapel excluding the Muslim community?",Letters to the Editor,https://www.dukechronicle.com/article/2024/03/030524-dickerson-wong-chapel-adhan
What your major says about you,Alex Berkman,2024-03-05,"There is a correlation — albeit a loose one — between one’s personality and major. But for this article’s sake, let’s pretend like everyone of the same major has the same personality. ",Campus Voices,https://www.dukechronicle.com/article/2024/03/030524-berkman-major-says-about-you
Duke-Durham dividers: East Campus walkways to be replaced with a moat ,Monday Monday,2024-03-04,"Duke announced plans to destroy the running paths along the perimeter of the campus and replace them with a moat. To exit East Campus, students will now be required to leap or swim. ",Campus Voices,https://www.dukechronicle.com/article/2024/03/030424-monday-monday-east-campus-moat
The curriculum isn't the problem,Heidi Smith,2024-03-04,The question Duke administrators must answer before overhauling Trinity’s curriculum is whether they want us to graduate as a jack of all trades or a master of a few.,Campus Voices,https://www.dukechronicle.com/article/2024/03/030424-smith-curriculum-not-the-problem
The joy of studying with ChatGPT,Jessica Luan,2024-03-01,"With ChatGPT's help, I feel less pressure to produce perfect writing from the start, allowing my ideas to flow. ",Campus Voices,https://www.dukechronicle.com/article/2024/03/030124-luan-joy-chatgpt
We don't need more safe spaces,Gabrielle Mollin,2024-02-29,"From my perspective, safe spaces are merely platforms for groupthink, absent of the diversity and disagreement that often leads to intellectual growth.",Campus Voices,https://www.dukechronicle.com/article/2024/02/022924-mollin-safe-spaces-polarization-politics
Why people hate professors,Carol Apollonio,2024-02-28,"These days, I crave the kind of job where I can hammer nails into things; pick heavy boxes up and move them around; run heavy, loud machinery; and come home after eight hours to a cold six-pack and some TV. ",Campus Voices,https://www.dukechronicle.com/article/2024/02/022824-apollonio-why-people-hate-professors
Slow and steady wins the race,Anna Sorensen,2024-02-27,"In focusing on “getting through” the difficult parts of college, we miss the greater sense of what we’re doing here at all.",Campus Voices,https://www.dukechronicle.com/article/2024/02/022724-sorensen-slow-steady-wins-race
"Colleagues, students and peers remember Hans Joris Van Miegroet",Viktoria Wulff-Andersen,2024-02-27,"These tributes to Hans J. Van Miegroet, professor of art and art history at Duke who passed away on Feb. 9, were originally submitted to the department of art, art history and visual studies. The Chronicle has compiled quotes from these tributes with permission from their authors.",Opinion,https://www.dukechronicle.com/article/2024/02/022724-wulff-andersen-hans-joris-van-miegroet-tributes
Poetry and suffering,Luke A. Powery,2024-02-26,"Poetry may not stop your individual suffering or the suffering of the world, but it can keep you alive and ensure that you are not consumed by existential chaos.",Campus Voices,https://www.dukechronicle.com/article/2024/02/022624-powery-poetry-suffering
The grass is as fake as the people who walk on it,Aaron Siegle,2024-02-23,Sometimes the grass is greener on the other side because it’s fake.,Campus Voices,https://www.dukechronicle.com/article/2024/02/022324-siegle-fake-grass
"You don’t have to be a helicopter mom, Duke. You can let us go.",Alex Berkman,2024-02-22,"In rhetoric, sure, the Duke administration has expressed the greatest trust in their student body, composed of some of the brightest young minds in the world. However, their insistence on intervening in the lives of its students suggests the opposite — that Duke has little to no trust in us at all.",Campus Voices,https://www.dukechronicle.com/article/2024/02/022224-berkman-duke-helicopter-mom
Is science only meant for learning?,Nik Narain,2024-02-22,"It pains me when people say they don’t like science because it’s “boring,” because that’s the only way they’ve ever experienced science: as incremental information overload until it becomes less overwhelming.",Campus Voices,https://www.dukechronicle.com/article/2024/02/022224-narain-science-meaning-learning
All the world’s a stage,Anna Garziera,2024-02-21,"If we acted exactly the same around all of our acquaintances, we’d have very few colleagues and even fewer friends.",Campus Voices,https://www.dukechronicle.com/article/2024/02/022124-garziera-world-stage
Words that matter: For Alexei Navalny,Carol Apollonio,2024-02-21,"In some places, the Word matters. It lives in a tangible physical world where when you speak your truth, you will be exiled; dispossessed; brutally beaten; shot dead on the street ...",Campus Voices,https://www.dukechronicle.com/article/2024/02/022124-apollonio-words-matter-navalny
Which would you save: Friend or romantic partner?,Jess Jiang,2024-02-21,"Love shouldn’t be hierarchical, with romantic love as the pinnacle transcending other types of love.",Campus Voices,https://www.dukechronicle.com/article/2024/02/022124-jiang-platonic-romantic-love
Happiness is not what you’re looking for,Paul Dilly,2024-02-20,"We hinge our contentment on what we think we need, rather than what we have. The world doesn’t make us unhappy. We do. ",Campus Voices,https://www.dukechronicle.com/article/2024/02/022024-dilly-dont-look-for-happiness
Closing Duke's Herbarium: A fear of long-term climate commitment?,Matthew Johnson,2024-02-20,"Without the Herbarium, and support for future faculty in biodiversity research, Duke’s reputation in this area will wither on the vine.",Letters to the Editor,https://www.dukechronicle.com/article/2024/02/022024-johnson-closing-duke-herbarium
CS Majors launch 'ambiguous and labelless relationship' pact ,Monday Monday,2024-02-19,"Unlike traditional Marriage Pact tests, the Blue Devil Situationship Match (BDSM) Program involves open-ended questions analyzed by AI to better match you to the perfect non-exclusive, uncommunicative, not-committal partner.",Campus Voices,https://www.dukechronicle.com/article/2024/02/021924-monday-monday-relationship-pact
The fear of being single,Heidi Smith,2024-02-19,But it truly is better to be single than to be in a bad relationship. Because being single doesn’t mean being alone unless you choose to make it that way.,Campus Voices,https://www.dukechronicle.com/article/2024/02/021924-smith-being-single-fear
Save the Duke Herbarium,Henry Van T. Cotter,2024-02-16,"The Duke Herbarium is such an asset, and its loss would be to the detriment of Duke’s reputation as a leading scientific research university.",Letters to the Editor,https://www.dukechronicle.com/article/2024/02/021624-cotter-save-duke-herbarium
What Duke can learn from retiring ex-president Ricardo Lagos,Robert Carlson,2024-02-16,"In Duke’s 100-year history, only two alumni have gone on to become heads of state. One is ... Ricardo Lagos, a largely overlooked alumnus whose life should inspire Duke students, faculty, staff and alumni throughout the next 100 years.",Opinion,https://www.dukechronicle.com/article/2024/02/021624-carlson-ricardo-lagos
"Love, love",Gabrielle Mollin,2024-02-15,"Somehow in a culture that is constantly expressing love, from the most serious of romantic partners to best friends to valued material goods, we have denied the legitimacy of love beyond romance.",Campus Voices,https://www.dukechronicle.com/article/2024/02/021524-mollin-love-valentines-day
The merits and pitfalls of lines,Nathan Luzum,2024-02-15,"There are days when I stroll down the Bryan Center Plaza, see a bunch of people filing up to a table, and figure why not? I’ll get in line because it’s probably something pretty good, like Monuts. Even a clicky pen is passable.",Campus Voices,https://www.dukechronicle.com/article/2024/02/021524-luzum-merits-pitfalls-lines
Do you really love me?,Advikaa Anand,2024-02-15,I’ve always been disturbed by how casually people will say “I love you.”,Campus Voices,https://www.dukechronicle.com/article/2024/02/021524-anand-do-you-really-love-me
The Allen Building Takeover: The second founding of Duke University,Theodore D. Segal,2024-02-13,"In this centennial year, we will celebrate James B. Duke and others who have laid the groundwork for the university. But we must also honor the Black students who risked everything to occupy the Allen Building 55 years ago.",Opinion,https://www.dukechronicle.com/article/2024/02/021324-segal-allen-building-anniversary
What QuadEx needs to be great,Nicholas Chrapliwy,2024-02-13,"My hope is that Duke will have the bold leadership and creative vision to grow these seeds of belonging into some mature and flourishing evergreens, so that QuadEx may one day be a name for something beloved and lasting. Until then, students, alumni, and other university stakeholders should continue to be critical and insist that we can do better. I know I will.",Campus Voices,https://www.dukechronicle.com/article/2024/02/021324-chrapliwy-quadex
The cold never bothered me anyway,Anna Sorensen,2024-02-13,"If everyone took a five minute shower with cold water for the next academic year, we would save roughly 16,268,000 gallons of water. Duke could also save $322,106.",Campus Voices,https://www.dukechronicle.com/article/2024/02/021324-sorensen-cold-never-bothered-me-anyway
Attention is most of all you need,Angikar Ghosal,2024-02-12,"Technological accelerationism devoid of introspection effectuates irreversible transformations in societal structures, cultural paradigms and axiological frameworks.",Campus Voices,https://www.dukechronicle.com/article/2024/02/021224-ghosal-attention-all-you-need
"Black History Month, Valentine's Day and love",Luke A. Powery,2024-02-12,"Roses or chocolates may be fine as gifts for Valentine’s Day this week, but a real gift you can give someone or yourself is to show through action, “I want you to live.”",Campus Voices,https://www.dukechronicle.com/article/2024/02/021224-powery-love-practice-resistance
Elko Urbanism: The end of an era?,Aaron Siegle,2024-02-09,Keeping the Card Lot open to student festivities would be an apt tribute to Elko’s legacy.,Campus Voices,https://www.dukechronicle.com/article/2024/02/020924-siegle-elko-urbanism-the-end-of-an-era
The danger of casual psychopathology,Nik Narain,2024-02-08,Mental health professionals not only have the job of being successful healers but also adaptive wordsmiths.,Campus Voices,https://www.dukechronicle.com/article/2024/02/020824-narain-danger-casual-psychopathology
Less is more,Anna Garziera,2024-02-07,"FOMO is going around faster than the flu these days, with everything from Rush to UNC games to miss out on. However, by releasing unnecessary obligations, college life will start to feel a lot more manageable.",Campus Voices,https://www.dukechronicle.com/article/2024/02/020724-less-is-more
Attention and morality,Jess Jiang,2024-02-07,"If one doesn’t bother to think, one may not even realize that one’s actions are deeply wrong.",Campus Voices,https://www.dukechronicle.com/article/2024/02/020724-jiang-attention-morality
The best and worst dining options on West Campus (a ranking),Alex Berkman,2024-02-06,"I can confidently say that “The Chef’s Kitchen” has had one of the greater glow ups in recent memory, in its transition from It’s Thyme to the ‘Hawaiian Place.’ “It’s actually really good, I promise. Just give it a chance.” I have given it a chance. I have given it seven chances.",Campus Voices,https://www.dukechronicle.com/article/2024/02/020624-berkman-ranking-wu
Line monitors implement strict 'No Meanies Allowed' rule in K-Ville ,Monday Monday,2024-02-05,“Some people say K-Ville’s gone soft. But I say the line monitors are harder than ever!”,Campus Voices,https://www.dukechronicle.com/article/2024/02/020524-monday-monday-line-monitors
Stop being late,Heidi Smith,2024-02-05,"Because it’s not just about being late … this is one of many ways we, as Duke students, have collectively decided to put ourselves over others.",Campus Voices,https://www.dukechronicle.com/article/2024/02/020424-smith-stop-being-late
Lessons in love and letting go: The college 'situationship',Barbara Cardenas,2024-02-05,We often need to feel the heat of the fire firsthand before we truly understand why we were warned against it.,Campus Voices,https://www.dukechronicle.com/article/2024/02/020524-cardenas-lessons-situationship
"Give It’s Thyme a chance, but always remember Panda Express",Jessica Luan,2024-02-02,"It’s a shame that Panda is gone, but it’s also a shame that It’s Thyme’s arrival — what should have been an exciting occasion — coincided with the elimination of Panda Express.",Campus Voices,https://www.dukechronicle.com/article/2024/02/020224-luan-remember-panda-express
To: me. Love: me,Advikaa Anand,2024-02-01,"As I delve deeper and deeper into adulthood, it seems to me that our self-identities and perceptions are increasingly contingent on our relationships with others. ",Campus Voices,https://www.dukechronicle.com/article/2024/02/020124-anand-to-me-love-me
What’s under the rock,Carol Apollonio,2024-01-31,"There are some terrifying thoughts lurking down there, kind of like when you are out by the creek and flip over a rock and see all the creepy-crawlies underneath. Homicidal urges, illicit desires, feelings of guilt, revenge, or dread, tabooed thoughts about Apocalypse.",Campus Voices,https://www.dukechronicle.com/article/2024/01/013124-apollonio-under-rock
The strange nostalgia of 20,Anna Sorensen,2024-01-30,"I am excited to see what lessons my twenties hold in store for me, and I secretly hope that they’re a bit of a rollercoaster.",Campus Voices,https://www.dukechronicle.com/article/2024/01/013024-sorensen-strange-nostalgia-of-twenty
Strangers as angels,Luke A. Powery,2024-01-29,"You might be experiencing tough times, your own wilderness. But I hope you don’t miss the deacons of God in your midst.",Campus Voices,https://www.dukechronicle.com/article/2024/01/012924-powery-strangers-angels
Personality tests and the absurdity of self-awareness,Nik Narain,2024-01-29,"Personality tests aren’t “scientific,” but self-understanding isn’t meant to be a scientific process.",Campus Voices,https://www.dukechronicle.com/article/2024/01/012924-narain-personality-tests-self-awareness
The case of overstimulation,Angikar Ghosal,2024-01-29,Intellectual posturing is almost always an offense and is only legal and celebrated for existing intellectuals who are already famous.,Campus Voices,https://www.dukechronicle.com/article/2024/01/012924-ghosal-case-of-overstimulation
In defense of the university,James Gao,2024-01-26,"This is the central paradox of the elite university: It is simultaneously America’s crown jewel and its black sheep, an embodiment of everything this country can achieve and everything it has failed to thus far.",Campus Voices,https://www.dukechronicle.com/article/2024/01/012624-gao-elite-universities-defense
The art of music snobbery,Susan Chemmanoor,2024-01-26,"The music crescendos and suddenly you’re there. You’re standing on a rain-soaked road and the daylight is dead, but you finally feel alive.",Campus Voices,https://www.dukechronicle.com/article/2024/01/012624-chemmanoor-mitski-music-emotions
Under these towering oaks no more ,Aaron Siegle,2024-01-26,The oaks have survived the first hundred years of Duke’s turbulent history. Let’s make sure they’ll be around one hundred years from now.,Campus Voices,https://www.dukechronicle.com/article/2024/01/012624-siegle-under-towering-oaks-no-more
A realist's perspective on grade inflation,Alex Berkman,2024-01-25,"Not only does hyper grade inflation diminish the value of true achievement, it also shields us from a reality that does not deliberately accommodate our success.",Campus Voices,https://www.dukechronicle.com/article/2024/01/012524-berkman-grade-inflation-prevent-learning
We will not wait for the next school shooting,Andrew Sun and Alexander Denza,2024-01-24,It's not simply our lives we protect with prose and protest. It is our way of life itself.,Opinion,https://www.dukechronicle.com/article/2024/01/012424-sun-denza-school-shooting
Motivation isn’t enough: Here’s how to achieve your goals,Anna Garziera,2024-01-24,"At the end of the day, it is not our future self that will be asked to work towards that goal, but our current self.",Campus Voices,https://www.dukechronicle.com/article/2024/01/012424-garziera-motivation-not-enough
New pre-professional society to focus on bumming around,Monday Monday,2024-01-22,"While most pre-professional societies do not have a residential section, Beta Upsilon Mu members creatively promote residential connections by commandeering a new common room to couch-surf in every week.",Campus Voices,https://www.dukechronicle.com/article/2024/01/012224-monday-monday-pre-professional-society
I'm glad It's Thyme replaced Panda ,Heidi Smith,2024-01-22,"No matter what type of cuisine it models, adding a restaurant that is trying to serve real food is an unambiguous win in my book.",Campus Voices,https://www.dukechronicle.com/article/2024/01/012224-smith-glad-its-thyme-replaced-panda
DukeEngage DC Democracy at Risk: An unlikely ally,Gabrielle Mollin,2024-01-19,"I’m miles away from identifying with the Republican party, but I can no longer impose false narratives onto their voter base.",Campus Voices,https://www.dukechronicle.com/article/2024/01/011924-mollin-democracy-unlikely-ally
Banning ChatGPT won’t stop cheating,Aaron Price,2024-01-19,"If classes continue to fail to provide the value students hope to derive from college, it won’t matter if AI is banned or not. Students will always find a way to cheat.",Campus Voices,https://www.dukechronicle.com/article/2024/01/011924-price-banning-chatgpt-cheating
It’s not too soon to say that QuadEx is failing,Gabriel Reis,2024-01-19,"Two years into QuadEx implementation and we are worse than where we started, with nearly zero residential excitement on this campus.",Opinion,https://www.dukechronicle.com/article/2024/01/011924-reis-quadex-failing
"At Duke, we serve ourselves",Advikaa Anand,2024-01-18,"Mandating service work as a graduation requirement would help diffuse the concentrated tensions around career building and professionalism to a useful cause, skillfully deploying Duke students’ talents in arenas where they can do good.",Campus Voices,https://www.dukechronicle.com/article/2024/01/011824-anand-we-serve-ourselves
Books will set you free,Carol Apollonio,2024-01-17,"I am kind of thinking that bitcoins themselves are a cheap form of fiction, but considerably less interesting than a random short story by a mildly talented writer.",Campus Voices,https://www.dukechronicle.com/article/2024/01/011724-apollonio-skeptical-books
Olive Garden as a metaphor for life,Nathan Luzum,2024-01-17,"Perhaps it’s sad to be in your mid-20s and have a well-honed strategy for getting your money’s worth out of a chain restaurant, but I choose to think of it as one of my charming qualities.",Campus Voices,https://www.dukechronicle.com/article/2024/01/011724-luzum-olive-garden
Letter from alumni: A response to Duke Students Supporting Israel,"Mark Pinsky , Jeffrey Gold and Douglas Schocken",2024-01-16,"In light of our view that there is no military solution to the Israel-Gaza War, we understand the calls for an immediate cease-fire. What is needed, however, is a fundamentally different discourse — one that recognizes the multiple conflicting truths and complexities that inextricably bind us as Israeli and Diaspora Jews and Palestinians.",Opinion,https://www.dukechronicle.com/article/2024/01/011624-gold-pinsky-schocken-letter
In memory of Martin Luther King Jr.: The wise caution of amos (especially to religious folk),Luke A. Powery,2024-01-15,"In his famous “I Have a Dream” speech, Martin Luther King Jr. quoted the prophet Amos, saying, “Justice rolls down like waters, and righteousness like a mighty stream.”",Campus Voices,https://www.dukechronicle.com/article/2024/01/011524-powery-martin-luther-king-jr-memory
The road to Wagner,Angikar Ghosal,2024-01-15,I have long considered the capacity to fervently sob to the prelude of ‘Tannhäuser’ as an indicator of virtuous moral character.,Campus Voices,https://www.dukechronicle.com/article/2024/01/031524-ghosal-road-to-wagner
When we are betrayed: Who to be and what to do?,Allegra Jordan and Theodore Ryan,2023-12-18,"We must also honor that we have invisible, moral injuries from how former Duke Football Coach Mike Elko left us.",Opinion,https://www.dukechronicle.com/article/2023/12/121823-jordan-ryan-elko-betrayal
Letter to Duke football players: Don't ever give up,Richard Byrd,2023-12-12,I can't imagine how difficult it must be for those of you who are facing the prospect of a third coaching staff in your time at Duke and are being asked to trust another group of coaches.,Letters to the Editor,https://www.dukechronicle.com/article/2023/12/101223-byrd-duke-football-letter
"'We've heard enough': The Chronicle to end 'Student Voices' columns, Monday Monday reports",Monday Monday,2023-12-11,Duke students have lived their whole lives being told they are smarter and more interesting than the average person. Opinion columnists dare to challenge this and say: “Untrue! Our opinions are just as boring as everyone else’s.” ,Campus Voices,https://www.dukechronicle.com/article/2023/12/121123-monday-monday-ending-student-voices
In defense of neutral space,Marc Brettler,2023-12-11,"Participants in the event — spanning a broad swath of political, religious, socio-economic and ethnic divides — called for more spaces at Duke in which to engage in civil discourse with people other people with differing viewpoints.",Opinion,https://www.dukechronicle.com/article/2023/12/101123-brettler-neutral-space-defense
A defense of the foreign language requirement,Henry Pickford,2023-12-11,"Foreign language and, more importantly, acquiring the higher-level experiences that are enabled by that facility in the foreign language — study abroad, engagement with intellectual works in the foreign language, etc. — should be an essential part of a liberal arts education.",Opinion,https://www.dukechronicle.com/article/2023/12/101123-pickford-foreign-language-requirement
No place like home,Valerie Tan,2023-12-08,Home was a place I had worked tirelessly and pleaded fervently to leave as soon as I was old enough to realize that the option existed.,Campus Voices,https://www.dukechronicle.com/article/2023/12/120823-tan-no-place-like-home
The convenience of more,Aaron Siegle,2023-12-08,"Commitment takes dedication, and dedication isn’t efficient.",Campus Voices,https://www.dukechronicle.com/article/2023/12/120823-siegle-convenience-of-more
"Duke's commitment is to fossil fuels, not the climate",Duke Climate Coalition,2023-12-08,"Duke needs to cut all ties with fossil fuel companies to ensure that it is actively supporting climate action and decarbonization, rather than playing into the interests of big oil.",Opinion,https://www.dukechronicle.com/article/2023/12/100823-duke-climate-coalition
Statement from Duke Students Supporting Israel: Israel has a right to defend itself against terrorism,Duke Students Supporting Israel,2023-12-07,Atrocities on both ends further emphasize our wish and the emphatic need for everyone — Israelis and Palestinians alike — to be free from Hamas.,Opinion,https://www.dukechronicle.com/article/2023/12/100723-duke-students-supporting-israel
Don’t limit thankfulness to a Thursday in November,Anna Garziera,2023-12-06,"As a rule of thumb, this is exactly what gratefulness affords us: a better perspective. By pinpointing what is most important to us, daily battles feel relatively insignificant.",Campus Voices,https://www.dukechronicle.com/article/2023/12/120623-garziera-dont-limit-thankfulness-to-november
Tunnel to DKU at former Panda Express site nears completion ,Monday Monday,2023-12-04,"After being a staple of dining for Duke students who loved underseasoned chicken for 15 years, Panda Express served its last rice bowl last May, leaving a gaping hole that has been under constant renovation ever since.",Campus Voices,https://www.dukechronicle.com/article/2023/12/120423-monday-monday-dku-tunnel-panda-express
Singing the blues,Luke A. Powery,2023-12-04,Singing the blues is an essential ingredient for anyone who wants to prepare for the way life is.,Campus Voices,https://www.dukechronicle.com/article/2023/12/120423-powery-singing-blues
Sandwich smackdown: Pitchfork’s fried chicken sandwich wins gold,Jessica Luan,2023-12-01,"There are definitely better fried chicken sandwiches out there, like at the Popeye’s at RDU or Cane’s on Franklin Street. But the Pitchforks sandwich is bewitchingly delicious, easily accessible and better than its on-campus competitors. ",Campus Voices,https://www.dukechronicle.com/article/2023/12/120123-luan-pitchforks-fried-chicken-sandwich
Have yourself a crafty Christmas,Morgan Foster,2023-12-01,"With reports of a cool-down in consumer spending coming out of last week's Black Friday, I imagine more people will forgo store-bought gifts — not out of protest, but out of necessity.",Campus Voices,https://www.dukechronicle.com/article/2023/12/120123-foster-crafty-christmas
Gatsbys at Duke University,Advikaa Anand,2023-11-30,"I don’t know why I have cared more about my physical appearance since coming here, but I do reckon it's something to do with the overall preppy, classy appearance of the Duke student body.",Campus Voices,https://www.dukechronicle.com/article/2023/11/113023-anand-gatsbys-duke-university
A case against QS,Sonia Green,2023-11-28,"The QS requirement is unnecessary, and doing away with it would give non-STEM students like me more freedom to pursue our academic and career interests.",Campus Voices,https://www.dukechronicle.com/article/2023/11/112823-green-qs-requirement-unnecessary
Do you really need that master's degree?,Heidi Smith,2023-11-27,We have been in the educational system all our lives; how much more can we gain from being a student for one to two more years?,Campus Voices,https://www.dukechronicle.com/article/2023/11/112723-smith-do-you-really-need-that-masters-degree
The case for maximalism,Angikar Ghosal,2023-11-27,"The thing about op-eds is that either an article echoes the overwhelmingly agreed view and did not convince anyone new, or it is an unpopular, hot take … and the article did not convince anyone new!",Campus Voices,https://www.dukechronicle.com/article/2023/11/112723-ghosal-maximalism-case
Ditch your four wheels and get on two: Biking to campus can improve your life,Bridget Gregory,2023-11-20,I implore my off-campus peers to consider biking or even walking instead of driving to campus.,Opinion,https://www.dukechronicle.com/article/2023/11/112023-gregory-biking-improve-life
Common aspirations,Luke A. Powery,2023-11-20,"When applying to college you want to set yourself apart and not be common. This helps you stand out from the pack. But in everyday life, you shouldn’t have to be distinct in order to be accepted.",Campus Voices,https://www.dukechronicle.com/article/2023/11/112023-powery-common-aspirations
We need a better way to get groceries,Zubin Rekhi,2023-11-17,The problem with the administration’s current shuttle model is its prioritization of the bare minimum — keeping students safe on-campus — without respecting any other concerns about students’ time or needs.,Campus Voices,https://www.dukechronicle.com/article/2023/11/111723-rekhi-groceries-campus-transportation
New caps on Duke-approved programs are elitist,Ellie Armstrong and Chris Paré,2023-11-16,The program caps not only add stress to the student body but also promote an elitist socioeconomic culture and a Western superiority complex.,Opinion,https://www.dukechronicle.com/article/2023/11/111623-armstrong-pare-duke-approved-program-caps
Contradicting Elsa: Sometimes it’s okay to not 'Let it Go',Advikaa Anand,2023-11-16,"Ultimately, forgiving someone is not about them; instead, it’s about us — it’s about our choice to rise above the pain that they have caused us, but only when we are ready, if we are ever ready.",Campus Voices,https://www.dukechronicle.com/article/2023/11/111623-anand-sometimes-okay-not-let-it-go
Duke needs to address its failure to identify human rights impacts when investing,Duke Amnesty International,2023-11-15,Duke Amnesty International is calling upon the Duke University Investment Management Company (DUMAC) to take responsibility for ethical decision-making regarding their investment of the Duke endowment.,Opinion,https://www.dukechronicle.com/article/2023/11/111523-amnesty-international-human-rights-due-diligence-investment-lack
Campus buses to install spikes to more easily kill cyclists,Monday Monday,2023-11-13,The new buses feature state-of-the-art spears positioned at the front and side of the buses to perfectly skewer any cyclist or skateboarder who dares to brave Campus Drive.,Campus Voices,https://www.dukechronicle.com/article/2023/11/111323-monday-monday-buses-cyclists
We need to rethink swag,Heidi Smith,2023-11-13,"Getting swag almost feels like being a lab rat pressing a pellet dispenser again and again — sometimes you get a treat, sometimes nothing and sometimes, frankly, a piece of shit that you have to figure out what to do with.",Campus Voices,https://www.dukechronicle.com/article/2023/11/111323-smith-rethink-swag
The irrelevance of median grades,Angikar Ghosal,2023-11-13,I have long held the notion that the 'median' grade is a mathematical formula that possesses no justifiable presence while defining grade thresholds. ,Campus Voices,https://www.dukechronicle.com/article/2023/11/111323-ghosal-the-irrelevance-of-media-grades
Don't let your hobbies die,Susan Chemmanoor,2023-11-10,"You’re doing yourself a disservice by committing to twenty academic pursuits you don’t even like, to reach an impossible standard of success defined by everyone else but you. ",Campus Voices,https://www.dukechronicle.com/article/2023/11/111023-chemmanoor-hobbies-student-work-passion
The 15-minute campus,Aaron Siegle,2023-11-10,A 15-minute campus is just one decision away.,Campus Voices,https://www.dukechronicle.com/article/2023/11/111023-siegle-15-minute-campus
The art of giving up,Valerie Tan,2023-11-08,"In hindsight, I’ve only regretted not quitting sooner.",Campus Voices,https://www.dukechronicle.com/article/2023/11/110823-tan-art-of-giving-up
Duke cannot be sustainable without you,Anna Garziera,2023-11-08,"We should shut the bathroom faucets at night before we resort to becoming vegan, in an effort to save the world. ",Campus Voices,https://www.dukechronicle.com/article/2023/11/110823-garziera-duke-cannot-be-sustainable-without-you
Human rights and campus climate statement on Gaza and Israel,"Rebecca Stein , Mona Hassan , Robin Kirk , Nancy MacLean , Erika Weinthal and James Chappel",2023-11-07,"We join human rights and civil society organizations across the globe in calling for the immediate, safe and sufficient provision of humanitarian aid to Gaza and the release of all hostages.",Letters to the Editor,https://www.dukechronicle.com/article/2023/11/110723-kirk-weinthal-human-rights-israel-gaza-statement
Lest we forget,Luke A. Powery,2023-11-06,"In this fall season of nostalgia and memory, I want to ask you: Who do you remember and who do you forget?",Campus Voices,https://www.dukechronicle.com/article/2023/11/110623-powery-lest-we-forget
The constant 'renovations' on Abele Quad are counterproductive,Zubin Rekhi,2023-11-03,"The tragedy is that while Duke’s administration squanders money by chiseling away at the edge of pavements, many small improvements — actually capable of strengthening a sense of community among students and improving student life — go completely overlooked.",Campus Voices,https://www.dukechronicle.com/article/2023/11/110323-rekhi-abele-quad-administration-studentlife
Naps in Neverland: Three things I’ll miss about Duke in the working world ,Jessica Luan,2023-11-03,"When my summer ended, I realized I should have cherished my college experience a lot sooner because of its flexibility, its friendships and its fleetingness. I sometimes thought Duke was a dungeon, but I should have realized it is Neverland.",Campus Voices,https://www.dukechronicle.com/article/2023/11/110323-luan-missing-duke
The legacy of the Duke Parapsychology Laboratory,Nik Narain,2023-11-03,"Most people don’t know that barely a mile off campus, there’s an entire research institute dedicated to parapsychology (PSI) — the study of psychic and paranormal phenomena.",Campus Voices,https://www.dukechronicle.com/article/2023/11/110323-narain-duke-parapsychology-labratory-legacy
In defense of the pick-me girl,Advikaa Anand,2023-11-02,Their overarching message is clear: Women can either be the feminine good or the masculine evil.,Campus Voices,https://www.dukechronicle.com/article/2023/11/110223-anand-pick-me-girl-defense
History’s role in race-based affirmative action,Sonia Green,2023-11-01,Race-based affirmative action is the only remedy to a historically inequitable system.,Campus Voices,https://www.dukechronicle.com/article/2023/11/103123-green-history-affirmative-action
The philosopher-therapist is in and they will see you now,Jess Jiang,2023-11-01,"Words don’t have to mean anything in and of themselves: They don’t have to conjure up a mental picture or reduce to some essential definition. Instead, we use words much like how we use game pieces, in a sort of language game we learn by observation.",Campus Voices,https://www.dukechronicle.com/article/2023/11/110123-jiang-philosopher-therapist
Your classes suck. It’s tenure’s fault,Aaron Price,2023-10-31,"After chatting with Duke administrators and professors striving for tenure, I learned that the expectation of “good teaching” is barely — if at all — considered compared to research output.",Campus Voices,https://www.dukechronicle.com/article/2023/10/103123-price-tenure
Ghosts of Halloweens past,Barbara Cardenas,2023-10-30,"As Halloween approaches each year, I find myself yearning for the expansive celebrations of my childhood. Not just for the costumes and the festivities, but for the sense of community, the shared experiences and the collective effervescence that the holiday symbolizes.",Campus Voices,https://www.dukechronicle.com/article/2023/10/103023-cardenas-halloween
HRL embraces inner troll in Halloween festivities,Monday Monday,2023-10-30,"If you’re still looking for a last-minute fit, don’t worry: Monday Monday has got you covered. Check out these eight easy costumes sure to wow the deans.",Campus Voices,https://www.dukechronicle.com/article/2023/10/103023-monday-monday-hrl-halloween
Redefining success: Embracing alternative assessments in higher education,Maria Kunath,2023-10-30,Exams create enormous amounts of anxieties that overburden the extraneous and germane aspects of cognitive load.,Opinion,https://www.dukechronicle.com/article/2023/10/103023-kunath-exams-higher-education
What's the big deal about New York?,Heidi Smith,2023-10-30,"“I, like everyone, want to go to New York City because everyone else wants to go to New York City.”",Campus Voices,https://www.dukechronicle.com/article/2023/10/103023-smith-big-deal-about-new-york
